Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
14-08-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,343.0,3305,13671.03455,True,16.0,False,66987.21334,3993.5,5350
13-08-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,,4682,13807.70346,True,24.0,False,93554.13015,4005.0,5526
12-08-2024,North,Clothing,Supplier D,Warehouse 3,Fulfilled,197.0,3328,11027.88923,True,29.0,False,18921.09649,2958.5,7155
11-08-2024,West,Electronics,Supplier C,Warehouse 2,Pending,213.0,2589,14050.83356,True,13.0,False,13990.60162,1416.0,6398
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,990.0,243,9024.583711,True,24.0,False,162451.7952,1427.0,6658
09-08-2024,,Accessories,Supplier B,Warehouse 2,Fulfilled,978.0,2611,8535.72094,True,8.0,False,93982.45512,1931.5,7375
08-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,145.0,1252,1303.77834,False,16.0,False,23523.3427,1282.0,6930
07-08-2024,South,Furniture,Supplier D,Warehouse 1,Fulfilled,778.0,1312,5409.862822,False,22.0,False,26810.37479,2957.5,6751
06-08-2024,South,Clothing,Supplier C,Warehouse 3,Canceled,489.0,4603,12179.2611,False,17.0,False,58604.13821,3526.0,9848
05-08-2024,West,Accessories,Supplier A,Warehouse 2,Canceled,405.0,2449,5444.01517,True,26.0,False,39236.06843,1809.0,5050
04-08-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,897.0,1169,12054.49277,True,18.0,False,169762.7434,2485.0,9804
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,688.0,3801,8973.740863,True,5.0,True,61979.33441,3842.0,5951
02-08-2024,South,Accessories,Supplier A,Warehouse 3,Pending,255.0,3883,8174.377998,False,18.0,False,13949.64828,3704.5,5941
01-08-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,71.0,3526,5701.541783,True,17.0,False,13084.31891,2145.5,9600
31-07-2024,South,Furniture,Supplier A,Warehouse 2,Fulfilled,469.0,765,5741.563672,True,6.0,False,34498.89759,2763.5,9754
30-07-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,734.0,4762,7380.893077,True,28.0,False,69825.18731,2752.0,7179
29-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,85.0,742,3279.234123,True,10.0,False,11573.38963,1860.0,5706
28-07-2024,East,Furniture,,Warehouse 2,Fulfilled,503.0,2978,1644.482898,True,28.0,False,10453.3119,3422.5,9639
27-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,199.0,3867,8929.154786,True,26.0,False,5647.11729,4119.5,5082
26-07-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,381.0,4372,12871.04928,True,29.0,False,7865.348009,4420.0,8978
25-07-2024,East,Furniture,Supplier B,Warehouse 3,Fulfilled,363.0,4468,7072.378181,True,29.0,False,53877.60371,2677.0,9221
24-07-2024,South,Furniture,Supplier D,Warehouse 3,Fulfilled,177.0,886,2196.254173,True,17.0,False,6013.351864,1921.5,8187
23-07-2024,East,Electronics,Supplier A,Warehouse 3,Pending,723.0,2957,7043.635069,True,7.0,False,62349.57795,3129.5,7209
22-07-2024,East,Furniture,Supplier C,Warehouse 3,Pending,959.0,3302,,True,24.0,False,67386.7723,2559.0,9596
21-07-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,777.0,1816,1145.38107,True,1.0,False,128278.6517,3051.5,8647
20-07-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,707.0,4287,6559.317951,False,12.0,False,108119.4703,2270.0,6768
19-07-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,918.0,253,6084.038783,True,24.0,False,59833.00687,765.0,8977
18-07-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,895.0,1277,12132.6131,True,10.0,False,42767.68113,3100.5,6139
17-07-2024,East,Furniture,Supplier B,Warehouse 2,Fulfilled,671.0,4924,,True,21.0,False,79146.32059,3964.5,8566
16-07-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,955.0,3005,5140.82254,True,29.0,False,153613.8142,3865.5,7607
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,966.0,4726,4475.378546,True,19.0,False,162059.7672,3560.0,8877
14-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,329.0,2394,1901.28847,True,11.0,False,27545.04296,1745.0,6849
13-07-2024,South,Furniture,Supplier A,Warehouse 1,Pending,920.0,1096,,True,25.0,False,113958.1323,675.0,8236
12-07-2024,West,Furniture,Supplier C,Warehouse 3,Fulfilled,174.0,254,13591.58634,True,23.0,False,,1815.0,6561
11-07-2024,South,Electronics,Supplier C,Warehouse 1,Canceled,389.0,3376,14432.02655,True,15.0,True,53822.93277,4065.0,7785
10-07-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,205.0,4754,9434.652996,True,25.0,False,,2794.0,6566
09-07-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,662.0,834,730.8438753,True,,True,92812.3343,545.0,9189
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,573.0,256,1977.430433,True,21.0,False,110012.0962,1930.0,8241
07-07-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,576.0,3604,6988.791901,True,11.0,False,28526.70624,3394.5,9962
06-07-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,334.0,3185,1646.602304,True,19.0,False,49558.72659,2702.5,8323
05-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,243.0,2220,11586.23982,True,1.0,False,48225.22219,1936.0,9833
04-07-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,127.0,1652,13804.40097,False,8.0,False,17792.49585,1154.0,6349
03-07-2024,East,Furniture,Supplier D,Warehouse 3,Pending,618.0,656,14464.8649,True,1.0,False,95659.56705,1452.0,8404
02-07-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,720.0,2248,509.0989911,True,6.0,False,73480.29842,3071.5,9802
01-07-2024,West,Electronics,Supplier B,Warehouse 2,Canceled,,3895,4804.987277,False,25.0,False,86766.8073,2245.0,8226
30-06-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,972.0,595,4279.789787,True,28.0,False,121790.1564,1508.0,5524
29-06-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,457.0,2421,12317.72209,True,23.0,False,74981.79755,1716.5,9116
28-06-2024,North,Clothing,Supplier D,Warehouse 2,Fulfilled,725.0,1012,10204.35404,True,23.0,True,,848.5,6194
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,685.0,685,,True,19.0,False,19688.26832,468.0,9268
26-06-2024,East,Clothing,Supplier A,Warehouse 3,Fulfilled,484.0,251,13063.54042,True,,False,60581.44576,637.5,5560
25-06-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,370.0,1024,11157.87916,True,26.0,False,10145.12186,2957.0,6933
24-06-2024,East,Accessories,Supplier A,Warehouse 3,Fulfilled,627.0,4890,3494.748858,True,18.0,False,68605.47497,3849.0,7655
23-06-2024,South,Furniture,Supplier A,Warehouse 1,Pending,109.0,2808,14049.09314,True,28.0,False,16287.43411,2136.0,9665
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,88.0,1464,9523.393197,True,4.0,False,14100.84806,1651.0,5092
21-06-2024,East,Furniture,Supplier A,Warehouse 2,Pending,837.0,1838,2232.008817,False,1.0,False,108880.1223,2469.5,5071
20-06-2024,West,Electronics,Supplier D,Warehouse 3,Fulfilled,737.0,3101,954.4686985,False,27.0,False,122611.6022,3732.0,6220
19-06-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,787.0,4363,4360.356772,True,29.0,False,66783.09237,2790.0,8658
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,554.0,1217,8981.497963,True,3.0,False,16464.80942,1866.0,8977
17-06-2024,,Accessories,Supplier A,Warehouse 2,Fulfilled,913.0,2515,11556.74355,True,19.0,False,169670.2164,3413.5,9605
16-06-2024,North,Furniture,Supplier A,Warehouse 2,Canceled,571.0,4312,9824.384406,True,23.0,False,109510.083,3647.5,8006
15-06-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,250.0,2983,1714.969102,True,22.0,False,8979.69143,3401.5,7543
14-06-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,907.0,3820,9312.78736,False,7.0,False,169352.7466,2630.5,5926
13-06-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,637.0,1441,3589.012138,True,15.0,False,94545.02095,1792.0,6908
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,122.0,2143,12969.14036,True,17.0,False,13737.97294,1565.5,7267
11-06-2024,South,Electronics,Supplier B,Warehouse 3,Pending,473.0,988,8279.621322,True,9.0,False,35363.53096,2144.5,6883
10-06-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,61.0,3301,12378.89608,True,17.0,False,4196.271632,2838.5,7427
09-06-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,371.0,2376,5189.921399,True,25.0,False,21648.1836,3649.5,5711
08-06-2024,South,Clothing,Supplier B,Warehouse 1,Fulfilled,650.0,4923,3547.783546,True,2.0,False,34559.01391,4863.5,7720
07-06-2024,East,Clothing,Supplier A,Warehouse 1,Canceled,,4804,11600.37886,True,19.0,False,94670.41752,4682.5,8147
06-06-2024,South,Furniture,Supplier A,Warehouse 2,Pending,,4561,2320.940489,True,21.0,False,13044.92876,2502.0,8099
05-06-2024,East,Furniture,Supplier D,Warehouse 3,Pending,211.0,443,10176.31182,True,27.0,False,29524.9398,2533.5,8944
04-06-2024,West,Clothing,Supplier A,Warehouse 1,Pending,385.0,4624,12363.11093,True,16.0,False,71624.78784,4430.0,9805
03-06-2024,South,Electronics,Supplier B,Warehouse 3,Canceled,602.0,4236,10848.74075,True,14.0,False,97970.36412,3786.5,6110
02-06-2024,West,Clothing,Supplier D,Warehouse 2,Fulfilled,332.0,3337,13596.26502,True,11.0,False,61986.28376,3312.5,5359
01-06-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,412.0,3288,14323.0874,True,6.0,False,32152.54272,3955.0,9754
31-05-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,803.0,4622,5454.28132,False,4.0,False,150687.7639,3472.5,6387
30-05-2024,East,Accessories,Supplier A,Warehouse 3,Pending,517.0,2323,9190.699513,True,,False,88421.91558,3309.5,6048
29-05-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,234.0,4296,1217.933131,True,10.0,False,8859.521103,3490.0,8875
28-05-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,583.0,2684,708.4078008,True,3.0,False,90371.43536,2452.5,9695
27-05-2024,East,Electronics,Supplier B,Warehouse 3,Fulfilled,286.0,2221,10669.77162,True,20.0,False,12400.15978,1656.5,5823
26-05-2024,South,Electronics,Supplier A,Warehouse 1,Fulfilled,769.0,1092,4237.788079,True,19.0,False,85964.85601,1843.0,9165
25-05-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,295.0,2594,7788.136677,True,24.0,False,44460.27137,3183.0,7008
24-05-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,470.0,3772,8278.820672,True,16.0,False,37860.33229,2966.0,5006
23-05-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,352.0,2160,14751.47171,True,27.0,False,39102.45808,3497.0,5948
22-05-2024,East,Clothing,Supplier A,Warehouse 1,Pending,,4834,6295.04103,False,8.0,False,41768.47441,2531.5,5316
21-05-2024,West,Furniture,Supplier D,Warehouse 2,Pending,423.0,229,,True,4.0,False,36247.84027,897.0,8821
20-05-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,410.0,1565,14491.46472,True,29.0,False,9448.795148,3129.0,9948
19-05-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,894.0,4693,5966.611823,True,18.0,False,85317.49801,3513.5,6652
18-05-2024,West,Furniture,Supplier B,Warehouse 2,Pending,786.0,2334,8727.926516,True,19.0,False,64820.21323,2999.5,9887
17-05-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,857.0,3665,3151.949269,False,27.0,False,30074.04046,3834.0,8103
16-05-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,347.0,4003,,True,25.0,False,,2193.0,9666
15-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,493.0,383,2643.860349,True,15.0,True,49947.56321,574.5,6755
14-05-2024,West,Accessories,Supplier B,Warehouse 3,Fulfilled,827.0,766,14539.02819,True,27.0,False,112952.0604,2767.5,8987
13-05-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,430.0,4769,8359.39251,True,24.0,False,54198.9254,4233.5,6164
12-05-2024,West,Furniture,Supplier C,Warehouse 3,Pending,145.0,3698,3647.996827,True,27.0,False,12890.93144,3199.0,5554
11-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,842.0,2700,12298.79893,False,6.0,True,74376.85428,1759.5,7264
10-05-2024,East,Accessories,Supplier C,Warehouse 3,Fulfilled,845.0,819,3626.341596,True,26.0,False,80133.17917,2535.0,9158
09-05-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,727.0,4251,5451.306396,True,,False,94002.04587,4214.5,7182
08-05-2024,South,Furniture,Supplier A,Warehouse 2,Canceled,645.0,4178,10493.13045,True,17.0,False,90932.48882,3199.5,6589
07-05-2024,North,Accessories,Supplier B,Warehouse 2,Pending,79.0,2221,10249.04988,True,6.0,False,8305.789555,2744.5,9163
06-05-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,743.0,3268,1669.711627,True,10.0,False,99245.9873,2018.5,9347
05-05-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,365.0,769,1038.143139,True,19.0,False,64325.26415,2595.0,5729
04-05-2024,North,Accessories,Supplier C,Warehouse 1,Fulfilled,947.0,4421,8043.363427,True,29.0,False,168113.3059,3841.0,5742
03-05-2024,North,Electronics,Supplier A,Warehouse 3,Fulfilled,705.0,3261,2519.883911,True,10.0,False,44338.71883,2995.5,7585
02-05-2024,West,Electronics,Supplier B,Warehouse 1,Canceled,866.0,2730,12740.69549,True,29.0,False,61425.86691,2955.5,6623
01-05-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,231.0,3181,2178.520671,True,10.0,False,16743.80146,3227.5,6692
30-04-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,930.0,3274,2443.360968,True,16.0,False,136680.7057,2969.5,7071
29-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,844.0,2665,9544.284028,True,10.0,False,42146.0735,2262.0,5851
28-04-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,539.0,1859,,True,27.0,False,59513.31265,1581.0,7427
27-04-2024,North,Electronics,Supplier A,Warehouse 1,Canceled,244.0,1303,9679.734334,True,22.0,False,35633.42782,2523.5,5729
26-04-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,61.0,3744,2263.276261,True,29.0,True,11941.86057,2230.0,8910
25-04-2024,West,Accessories,Supplier B,Warehouse 3,Fulfilled,244.0,716,956.9391247,True,9.0,False,44005.11102,1371.0,7739
24-04-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,542.0,2026,11259.32555,True,29.0,False,98375.05881,2620.0,6368
23-04-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,380.0,3214,9926.64174,True,4.0,False,54175.51191,2977.5,8897
22-04-2024,West,Furniture,Supplier D,Warehouse 3,Fulfilled,220.0,2741,14713.78751,True,27.0,False,38107.81246,2460.0,7788
21-04-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,867.0,2179,,True,5.0,False,,2420.5,7524
20-04-2024,West,Electronics,Supplier B,Warehouse 3,Pending,345.0,2662,12943.01441,True,22.0,False,36589.82487,3248.0,5035
19-04-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,459.0,3834,14970.67311,True,20.0,False,69356.51143,3331.0,8326
18-04-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,580.0,2828,4398.425237,True,5.0,False,,1736.5,5349
17-04-2024,East,Accessories,Supplier A,Warehouse 2,Pending,,645,4842.136997,True,5.0,False,23569.18247,1602.5,6436
16-04-2024,West,Electronics,Supplier B,Warehouse 2,Pending,821.0,2560,10684.87781,True,6.0,False,158581.0578,2393.0,9102
15-04-2024,North,Clothing,Supplier D,Warehouse 1,Canceled,841.0,2226,2002.732534,True,2.0,False,81520.48219,2972.0,8290
14-04-2024,West,Accessories,Supplier C,Warehouse 2,Fulfilled,667.0,3718,5808.64021,True,12.0,False,,3521.5,7578
13-04-2024,North,Furniture,Supplier D,Warehouse 1,Fulfilled,435.0,3325,13913.43607,True,9.0,False,25283.8843,2391.0,9508
12-04-2024,North,Electronics,Supplier B,Warehouse 1,Canceled,760.0,1457,3498.566303,True,2.0,True,96996.74559,2674.0,5204
11-04-2024,West,Accessories,Supplier D,Warehouse 3,Pending,667.0,3891,1102.6178,True,19.0,True,99369.42999,2398.0,5704
10-04-2024,East,Clothing,Supplier C,Warehouse 1,Fulfilled,230.0,905,9711.342317,True,4.0,False,14736.3574,2849.5,8224
09-04-2024,West,Furniture,Supplier B,Warehouse 3,Fulfilled,608.0,4794,12761.81033,False,29.0,False,,3242.0,9073
08-04-2024,,Furniture,Supplier C,Warehouse 1,Fulfilled,370.0,1690,,True,,False,73054.73428,2465.0,8321
07-04-2024,South,Accessories,Supplier C,Warehouse 3,Fulfilled,,3240,14941.90791,False,26.0,False,61079.70537,3810.0,9819
06-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,274.0,4380,8232.971256,True,27.0,True,28212.61252,2591.5,7647
05-04-2024,South,Furniture,Supplier C,Warehouse 3,Fulfilled,770.0,803,3700.136584,True,13.0,False,27285.09566,734.5,7358
04-04-2024,East,Accessories,Supplier C,Warehouse 1,Fulfilled,656.0,666,6400.027255,True,,False,93411.86702,1717.0,6263
03-04-2024,East,Electronics,Supplier A,Warehouse 3,Canceled,957.0,2768,,True,4.0,False,108718.567,1707.5,7457
02-04-2024,West,Furniture,Supplier A,Warehouse 2,Fulfilled,355.0,647,7882.790501,False,9.0,False,8483.300975,386.5,9874
01-04-2024,South,Clothing,Supplier B,Warehouse 2,Fulfilled,928.0,126,1956.63447,True,7.0,False,49898.53953,646.5,9501
31-03-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,459.0,1167,6483.834601,True,11.0,False,44116.36921,2592.5,9417
30-03-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,376.0,4018,570.591911,True,21.0,False,8428.462895,4302.0,5227
29-03-2024,South,Furniture,Supplier B,Warehouse 1,Fulfilled,53.0,4586,14606.2403,True,21.0,False,1981.091566,3927.0,8483
28-03-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,390.0,3268,,True,23.0,False,18156.17316,2134.5,7785
27-03-2024,South,Clothing,Supplier C,Warehouse 1,Fulfilled,936.0,1001,4696.827336,True,18.0,False,74838.25314,1161.0,8915
26-03-2024,South,Furniture,Supplier D,Warehouse 3,Canceled,956.0,1321,14485.07926,True,16.0,False,172452.7778,2275.0,7207
25-03-2024,South,Clothing,Supplier B,Warehouse 1,Fulfilled,178.0,3229,14452.0872,True,25.0,False,11584.20659,2938.5,6301
24-03-2024,East,Electronics,Supplier A,Warehouse 1,Fulfilled,137.0,2648,4943.41388,True,22.0,False,16021.4663,3797.0,7074
23-03-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,156.0,4946,6732.747711,True,16.0,False,14658.67768,2741.5,8197
22-03-2024,East,Furniture,Supplier B,Warehouse 3,Canceled,976.0,537,10866.02735,True,19.0,False,97923.64192,382.5,6145
21-03-2024,East,Furniture,Supplier D,Warehouse 2,Fulfilled,294.0,228,9651.196904,True,28.0,False,29146.58145,1624.0,9225
20-03-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,472.0,3020,5701.958549,True,,False,49313.70732,2490.5,6322
19-03-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,351.0,1961,12899.8975,True,7.0,False,50591.18617,2380.0,8048
18-03-2024,North,Electronics,Supplier A,Warehouse 1,Fulfilled,65.0,2799,909.3170149,True,2.0,False,7643.008859,2001.5,6773
17-03-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,193.0,1204,,True,19.0,False,33749.25857,714.0,7845
16-03-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,913.0,224,2315.835372,True,4.0,False,88005.28675,1402.5,9620
15-03-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,834.0,2581,14022.73201,True,22.0,False,88080.16662,1857.0,8477
14-03-2024,East,Electronics,Supplier A,Warehouse 2,Fulfilled,365.0,1133,14036.91661,True,14.0,False,22246.15153,617.0,5525
13-03-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,243.0,101,12870.35849,True,17.0,False,5786.94885,1453.5,5870
12-03-2024,West,Electronics,Supplier B,Warehouse 2,Pending,179.0,2806,7290.358576,True,10.0,False,18460.30548,3804.5,9911
11-03-2024,West,Furniture,Supplier C,Warehouse 2,Pending,187.0,4803,1236.63755,False,11.0,False,33147.824,2614.5,9298
10-03-2024,West,Electronics,Supplier C,Warehouse 3,Fulfilled,,426,4884.738234,True,22.0,False,93473.5221,1512.5,8049
09-03-2024,West,Furniture,Supplier A,Warehouse 3,Fulfilled,236.0,2599,3133.655617,True,16.0,False,21907.65791,1851.5,7880
08-03-2024,North,Accessories,,Warehouse 1,Canceled,883.0,1104,7151.224177,True,26.0,False,124854.3105,1679.5,5061
07-03-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,337.0,2255,13984.06611,True,14.0,False,8781.229147,2876.5,5946
06-03-2024,North,Furniture,Supplier D,Warehouse 1,Fulfilled,230.0,3498,2666.825749,True,18.0,False,26078.66412,3804.5,7893
05-03-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,656.0,4111,7119.378402,False,,False,61717.45019,3836.5,5998
04-03-2024,North,Furniture,Supplier C,Warehouse 1,Canceled,388.0,3562,13530.68167,False,26.0,False,65591.67846,2098.0,7743
03-03-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,464.0,634,9737.745388,True,2.0,False,76970.42242,2252.0,5810
02-03-2024,North,Electronics,Supplier B,Warehouse 3,Fulfilled,238.0,3870,14055.94918,False,4.0,False,24267.79952,3965.0,9384
01-03-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,902.0,4060,7559.009073,True,26.0,False,,2372.5,6378
29-02-2024,West,Clothing,,Warehouse 1,Fulfilled,490.0,685,7216.391826,True,25.0,False,48095.25741,2234.0,5231
28-02-2024,East,Accessories,Supplier D,Warehouse 3,Pending,212.0,3783,,True,19.0,False,18215.76347,4021.5,9185
27-02-2024,South,Clothing,Supplier A,Warehouse 3,Fulfilled,433.0,4260,4129.933877,True,10.0,True,28741.78837,3627.5,8010
26-02-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,208.0,2995,3657.011033,True,7.0,False,24331.64562,2086.0,6076
25-02-2024,South,Electronics,Supplier D,Warehouse 3,Fulfilled,527.0,1177,1684.356591,True,28.0,False,57014.92611,668.5,5350
24-02-2024,South,Electronics,Supplier B,Warehouse 1,Fulfilled,539.0,160,9471.831246,True,4.0,False,58765.87571,375.5,5740
23-02-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,196.0,591,10929.85883,True,11.0,False,,1121.0,8283
22-02-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,629.0,1651,9114.977676,True,8.0,False,32668.81167,1323.5,7895
21-02-2024,North,Furniture,Supplier D,Warehouse 2,Fulfilled,184.0,996,510.8417714,False,25.0,False,19586.01252,637.0,5519
20-02-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,656.0,278,13614.56577,True,14.0,False,112907.2398,1167.0,6683
19-02-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,667.0,2056,13099.90702,True,12.0,False,115960.8206,2456.5,6578
18-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,698.0,2857,4719.491149,True,26.0,False,125552.1857,3252.5,7207
17-02-2024,South,Accessories,,Warehouse 3,Fulfilled,859.0,3648,2394.753141,True,26.0,False,155426.8735,2832.0,6780
16-02-2024,West,Clothing,Supplier A,Warehouse 2,Fulfilled,638.0,2016,6901.806888,True,11.0,False,20931.46959,2650.5,5066
15-02-2024,East,Electronics,Supplier A,Warehouse 1,Pending,851.0,3285,7857.151594,True,20.0,False,73719.25813,2445.0,6683
14-02-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,349.0,1605,10680.19722,True,1.0,False,61494.06803,1807.5,8618
13-02-2024,West,Clothing,Supplier A,Warehouse 3,Fulfilled,885.0,2010,13720.0538,True,28.0,False,163464.6651,3072.0,8616
12-02-2024,West,Electronics,Supplier C,Warehouse 1,Pending,327.0,4134,1308.055793,True,29.0,False,23490.42086,2767.5,8698
11-02-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,726.0,1401,10666.59119,True,10.0,False,54695.28335,1317.0,6044
10-02-2024,West,Furniture,Supplier C,Warehouse 2,Fulfilled,636.0,1233,1267.157782,True,20.0,False,,1281.5,5782
09-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,687.0,1330,8347.954109,True,3.0,False,97661.7894,1974.0,6420
08-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,904.0,2618,922.9634382,False,29.0,True,152711.956,3605.5,5498
07-02-2024,East,Clothing,Supplier D,Warehouse 3,Fulfilled,965.0,4593,11214.4916,True,24.0,False,127900.2031,3005.0,6121
06-02-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,566.0,1417,9165.670378,True,11.0,False,60879.1808,2942.5,6513
05-02-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,899.0,4468,8884.166528,True,26.0,False,,2344.5,7529
04-02-2024,North,Electronics,Supplier A,Warehouse 3,Fulfilled,99.0,221,,False,6.0,False,9823.075552,2075.5,8437
03-02-2024,West,Accessories,Supplier A,Warehouse 1,Fulfilled,437.0,3930,6882.614766,True,29.0,False,17200.77908,3239.5,6345
02-02-2024,South,Electronics,Supplier D,Warehouse 3,Canceled,337.0,2549,5599.941615,True,20.0,False,18918.50978,2404.0,8290
01-02-2024,West,Accessories,Supplier C,Warehouse 2,Pending,58.0,2259,3079.318852,True,16.0,False,5699.328013,2508.0,6091
31-01-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,197.0,2757,6052.093704,False,13.0,False,26845.89275,2729.0,9282
30-01-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,490.0,2701,14742.71288,True,22.0,False,11172.61658,2161.5,5286
29-01-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,384.0,1622,4403.251222,True,22.0,False,65556.26024,2603.0,6750
28-01-2024,West,Accessories,Supplier A,Warehouse 1,Pending,288.0,3584,13230.68655,True,4.0,True,13302.27663,2928.5,9494
27-01-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,165.0,2273,2610.000856,True,16.0,False,28878.63233,2828.0,7056
26-01-2024,East,Accessories,Supplier B,Warehouse 1,Pending,631.0,3383,11323.08754,True,10.0,False,14347.90335,4018.5,5115
25-01-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,599.0,4654,11382.89037,True,6.0,False,81364.77497,4179.5,9255
24-01-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,964.0,3705,3394.617711,True,23.0,False,137797.3386,4237.0,9249
